Close,SMA14,SMA50,SMA14IND,SMA50IND,Bulls,CCI,DM,OSMA,RSI,Stoch,Decision
1.60001,1.60312,1.61162,-0.00100,-0.00048,0.00229,20,0.1,0,0,0,WAIT
1.60119,1.60235,1.61114,-0.00077,-0.00048,0.001,60,0,0,0,15,SELL
1.6004,1.60171,1.61065,-0.00065,-0.00049,0.001,-40.05,0.1,0.0005,0,5,WAIT
1.60007,1.60131,1.61022,-0.00040,-0.00043,-0.0015,0,0.1,0,0,0,BUY
1.59952,1.60108,1.60993,-0.00023,-0.00029,0,-19.95,0,0,0,-20,STRONGBUY
1.60109,1.60083,1.60962,-0.00025,-0.00031,0.0015,80,0,0.0005,0,0,BUY
1.60207,1.60077,1.60932,-0.00007,-0.00031,0.0005,80,0,0,10,20,BUY
1.60478,1.60064,1.60911,-0.00013,-0.00020,0.002,100,0.1,0.0005,10,20,WAIT
1.60364,1.60068,1.60895,0.00004,-0.00017,-0.0005,-40,0.1,0,-10,10,WAIT
1.60467,1.60085,1.60872,0.00017,-0.00023,-0.0005,0,0,0,10,0,WAIT
1.60483,1.60111,1.60854,0.00026,-0.00018,0,-20,0.2,0,0,0,STRONGBUY
1.60307,1.60155,1.60836,0.00044,-0.00018,0,-80,-0.1,0,-10,-10,STRONGBUY
1.60397,1.60176,1.60816,0.00021,-0.00020,0.002,20,0,0,0,-20,BUY
1.60799,1.60206,1.60797,0.00030,-0.00019,0.0015,100,0.1,0,10,0,STRONGSELL
1.60769,1.60266,1.60781,0.00061,-0.00016,-0.001,-40,0,0,0,10,STRONGSELL
1.60673,1.60321,1.60765,0.00055,-0.00016,-0.0015,-40,0,0,0,10,WAIT
1.60448,1.60361,1.60748,0.00040,-0.00016,0,-80,-0.2,-0.0005,-10,-20,WAIT
1.60416,1.60390,1.60727,0.00029,-0.00021,-0.0025,-20,0,0,0,-10,BUY
1.60629,1.60419,1.60710,0.00029,-0.00017,0.002,80,0.1,0,10,-10,WAIT
1.60483,1.60468,1.60696,0.00048,-0.00014,-0.0005,-80,-0.1,-0.0005,-10,10,BUY
1.60684,1.60494,1.60680,0.00027,-0.00015,0,80,0,0,10,20,WAIT
1.60716,1.60528,1.60671,0.00034,-0.00010,0,0,0,0,0,10,BUY
1.6069,1.60545,1.60665,0.00017,-0.00006,0.0005,-20,0,0,0,10,STRONGBUY
1.6072,1.60569,1.60664,0.00023,-0.00001,-0.001,20,0,0,0,0,STRONGBUY
1.60937,1.60587,1.60663,0.00018,-0.00001,0.003,80,0,0.0005,10,-10,BUY
1.61285,1.60619,1.60665,0.00032,0.00002,0.0015,40,0.1,0,0,10,WAIT
1.6115,1.60689,1.60671,0.00070,0.00006,-0.001,-40,0,0,0,0,WAIT
1.61178,1.60743,1.60671,0.00054,0.00000,0,-20,0,0,0,0,STRONGBUY
1.61269,1.60770,1.60669,0.00027,-0.00002,-0.001,0,0,0,0,0,STRONGBUY
1.61217,1.60806,1.60654,0.00036,-0.00015,-0.00038,-40,0,0,0,0,BUY
1.61548,1.60844,1.60640,0.00039,-0.00014,0.00288,40,0.2,0,0,0,SELL
1.61688,1.60923,1.60633,0.00079,-0.00007,0,20,0,0.0005,10,0,STRONGSELL
1.61511,1.61014,1.60629,0.00091,-0.00004,-0.001,-60,0.1,-0.0005,-10,-10,SELL
1.61386,1.61077,1.60621,0.00063,-0.00008,-0.00189,-40,-0.1,0,0,-10,BUY
1.61323,1.61141,1.60608,0.00065,-0.00013,-0.00161,-20,0,-0.0005,-10,-20,WAIT
1.61314,1.61187,1.60603,0.00046,-0.00005,-0.0005,0,-0.1,0,0,-20,WAIT
1.61543,1.61230,1.60603,0.00043,-0.00001,0.0025,60,0.1,0,10,10,STRONGSELL
1.61356,1.61291,1.60612,0.00061,0.00009,-0.001,-80,0,-0.0005,-10,0,STRONGSELL
1.61229,1.61336,1.60619,0.00045,0.00007,-0.0015,-80,-0.1,0,0,0,STRONGSELL
1.60473,1.61357,1.60631,0.00021,0.00013,-0.001,-130,-0.3,-0.001,-20,-20,WAIT
1.60585,1.61299,1.60634,-0.00058,0.00003,-0.0055,10,0,0,10,0,WAIT
1.60614,1.61259,1.60640,-0.00040,0.00006,0.001,40,0,-0.0005,0,0,STRONGSELL
1.60558,1.61218,1.60648,-0.00040,0.00008,0.001,40,-0.1,0,0,0,STRONGSELL
1.60522,1.61168,1.60652,-0.00051,0.00003,0.0005,20,0,0,-10,10,STRONGSELL
1.601,1.61118,1.60654,-0.00050,0.00002,-0.0005,-40,-0.1,0,0,0,BUY
1.59993,1.61014,1.60653,-0.00103,0.00000,-0.0025,0,-0.1,0,0,-10,STRONGBUY
1.60092,1.60893,1.60651,-0.00121,-0.00002,0.0005,40,0,0,0,0,BUY
1.60332,1.60792,1.60655,-0.00101,0.00005,0.0025,39.95,0.1,0.0005,10,10,SELL
1.60434,1.60717,1.60662,-0.00075,0.00006,0.002,20.05,0.1,0.0005,0,30,STRONGSELL
1.60356,1.60653,1.60671,-0.00063,0.00009,0,-20.05,0,0,0,20,SELL
1.60066,1.60585,1.60679,-0.00068,0.00008,-0.0005,-39.95,-0.1,0,-10,-10,WAIT
1.60121,1.60479,1.60680,-0.00106,0.00001,-0.002,20,-0.1,0.0005,0,-20,WAIT
1.60104,1.60391,1.60680,nan,0.00000,0.0015,0,0.1,0,0,-20,STRONGSELL
1.60113,1.60311,1.60682,-0.00080,0.00001,-0.0005,19.95,0.1,0,0,0,STRONGSELL
1.60037,1.60285,1.60684,-0.00026,0.00002,0.00075,-19.95,0,0,0,0,STRONGSELL
1.59565,1.60246,1.60685,-0.00039,0.00002,-0.00025,-130,-0.1,-0.0005,-10,0,WAIT
1.59388,1.60171,1.60675,-0.00075,-0.00011,-0.0035,0,0,0,0,0,BUY
1.59509,1.60087,1.60658,-0.00084,-0.00016,0,50,0,0,10,0,BUY
1.59495,1.60015,1.60639,-0.00072,-0.00019,0.0005,40,0,0,0,10,STRONGBUY
1.59524,1.59972,1.60621,-0.00043,-0.00017,0.00065,20,0,0,0,0,STRONGBUY
1.59802,1.59938,1.60603,-0.00033,-0.00019,0.00485,60,0.2,0.0005,10,10,STRONGBUY
1.60439,1.59918,1.60589,-0.00021,-0.00014,0.004,140,0,0.0005,10,30,WAIT
1.60309,1.59925,1.60592,0.00008,0.00003,-0.0005,-20,0,0.0005,0,10,BUY
1.6036,1.59916,1.60590,-0.00009,-0.00002,-0.00093,0,0,0.0005,0,10,STRONGBUY
1.60362,1.59917,1.60581,0.00000,-0.00009,-0.00057,0,0,0,0,-10,STRONGBUY
1.6058,1.59938,1.60573,0.00021,-0.00008,0.001,20,0.1,0.0005,0,10,STRONGBUY
1.61329,1.59971,1.60571,0.00033,-0.00002,0.00825,80,0.1,0.0005,10,0,SELL
1.61344,1.60058,1.60589,0.00088,0.00018,-0.00275,-40,0,0.0005,0,0,WAIT
1.61208,1.60146,1.60607,0.00088,0.00019,-0.001,-40,0,-0.0005,0,-10,SELL
1.61186,1.60230,1.60619,0.00084,0.00012,-0.002,-20,0.2,0,0,0,WAIT
1.61301,1.60345,1.60633,0.00116,0.00014,-0.001,0,0.1,0,0,0,SELL
1.61088,1.60482,1.60645,0.00137,0.00012,-0.0005,-40,-0.1,-0.0005,0,-20,SELL
1.61161,1.60595,1.60653,0.00113,0.00007,-0.0005,0,0,-0.0005,0,-10,SELL
1.61094,1.60714,1.60662,0.00119,0.00009,-0.0012,0,0,-0.0005,0,-20,SELL
1.60985,1.60826,1.60670,0.00112,0.00007,0.0017,-40,-0.1,-0.0005,-10,0,SELL
1.61027,1.60910,1.60671,0.00085,0.00001,-0.0035,0,0,0,0,0,STRONGSELL
1.60832,1.60952,1.60665,0.00042,-0.00005,-0.0015,-60.05,-0.1,-0.0005,0,-10,STRONGSELL
1.60858,1.60990,1.60659,0.00037,-0.00006,-0.0005,0,0,0,0,0,STRONGSELL
1.60627,1.61025,1.60653,0.00036,-0.00006,0.0005,-99.95,0,-0.0005,-10,-10,STRONGSELL
1.60408,1.61044,1.60640,0.00019,-0.00013,-0.002,-50,-0.2,-0.0005,0,0,WAIT
1.60377,1.61032,1.60624,-0.00012,-0.00016,0,50,-0.3,0,0,10,WAIT
1.60321,1.60964,1.60600,-0.00068,-0.00023,-0.0015,20,0,0,0,0,STRONGBUY
1.60333,1.60891,1.60573,-0.00073,-0.00027,0.0005,20,0,0,0,10,STRONGBUY
1.60419,1.60828,1.60549,-0.00062,-0.00024,0.0015,40,0.1,0,0,10,STRONGBUY
1.607,1.60774,1.60530,-0.00055,-0.00019,0.0025,60,0.1,0.0005,10,20,BUY
1.60742,1.60731,1.60517,-0.00043,-0.00012,0.001,20,0,0,0,20,WAIT
1.60773,1.60706,1.60506,-0.00025,-0.00011,-0.0005,20,0.1,0.0005,0,0,WAIT
1.6083,1.60678,1.60491,-0.00028,-0.00015,0,20,0,0.0005,0,10,BUY
1.608,1.60659,1.60480,-0.00019,-0.00011,0,0,-0.1,0,0,0,BUY
nan,1.60646,1.60472,-0.00013,-0.00009,0,20,0,0,0,0,STRONGBUY
1.61124,1.60633,1.60479,-0.00013,0.00007,0.004,80,0.2,0.0005,10,-20,BUY
1.61014,1.60654,1.60490,0.00021,0.00011,-0.0015,-40,0,0,-10,-10,BUY
1.61287,1.60665,1.60498,0.00011,0.00008,0.001,40,0.1,0,10,0,WAIT
1.61314,1.60712,1.60512,0.00047,0.00015,-0.0005,0,0.2,0,0,10,STRONGBUY
1.61269,1.60777,1.60528,0.00065,0.00016,-0.00124,-40,0.1,0,0,10,BUY
1.61351,1.60841,1.60552,0.00064,0.00023,-0.00026,0,0,0,0,0,WAIT
1.61659,1.60914,1.60579,0.00074,0.00027,0.003,40,0,0,10,0,STRONGSELL
1.6142,1.61009,1.60610,0.00095,0.00031,-0.0005,-60,0,0,-10,-10,SELL
1.61272,1.61081,1.60632,0.00071,0.00022,-0.003,-40,-0.1,0,-10,-20,SELL
1.61306,1.61121,1.60649,0.00041,0.00017,-0.0015,0,-0.1,-0.0005,0,-30,STRONGSELL
1.6117,1.61162,1.60668,0.00040,0.00019,0,-60,-0.1,0,0,-10,STRONGSELL
1.60973,1.61190,1.60690,0.00028,0.00022,-0.0005,-80,0,-0.0005,-10,0,STRONGSELL
1.60913,1.61200,1.60707,0.00010,0.00017,-0.001,-20,0,-0.0005,0,0,STRONGSELL
1.60442,1.61208,1.60723,0.00008,0.00016,-0.0005,-90,-0.2,-0.0005,-10,0,SELL
1.60196,1.61180,1.60729,-0.00029,0.00007,-0.004,0,-0.1,-0.0005,0,0,BUY
1.60208,1.61113,1.60733,-0.00066,0.00003,-0.001,50,-0.1,0,0,0,STRONGSELL
1.60185,1.61056,1.60745,-0.00058,0.00013,0.0015,20,0,0,0,-10,STRONGSELL
1.60329,1.60977,1.60761,-0.00079,0.00016,0.001,40,0,0,0,10,STRONGSELL
1.59779,1.60907,1.60778,-0.00070,0.00016,0.0015,-40,0,0,-10,0,WAIT
1.59628,1.60800,1.60784,-0.00106,0.00006,-0.0045,0,0,0,0,0,BUY
1.59673,1.60677,1.60786,-0.00123,0.00002,0.001,20,-0.2,0,0,0,BUY
1.59786,1.60535,1.60783,-0.00142,-0.00003,0.0005,20,0,0,10,0,WAIT
1.59752,1.60419,1.60770,-0.00117,-0.00013,0.00124,20,0,0.0005,0,10,WAIT
1.59947,1.60310,1.60759,-0.00109,-0.00011,0.00176,19.95,0.1,0.0005,0,10,WAIT
1.59743,1.60213,1.60751,-0.00097,-0.00008,0.0005,-19.95,0,0,0,10,BUY
1.5985,1.60111,1.60738,-0.00102,-0.00012,-0.0005,19.95,0,0.0005,0,20,WAIT
1.60037,1.60031,1.60724,-0.00080,-0.00015,0.002,80.05,0.1,0.0005,10,0,BUY
1.59928,1.59968,1.60698,-0.00063,-0.00026,0,-40,0.1,0,0,10,BUY
1.5995,1.59932,1.60669,-0.00037,-0.00028,-0.001,20,0,0,0,0,WAIT
1.60293,1.59914,1.60644,-0.00018,-0.00025,0.004,140,0.1,0.0005,10,0,STRONGSELL
1.60046,1.59920,1.60626,0.00006,-0.00018,0.00027,-100,0,0,-10,-10,SELL
1.59864,1.59910,1.60601,-0.00010,-0.00025,-0.00327,-60,-0.1,0,0,-10,WAIT
1.59803,1.59877,1.60577,-0.00033,-0.00024,0,-20,0.1,-0.00025,0,-20,WAIT
1.5981,1.59879,1.60550,0.00002,-0.00027,-0.0005,-20.05,0.1,-0.00025,0,0,STRONGSELL
1.59794,1.59892,1.60524,0.00013,-0.00026,-0.001,-19.95,-0.1,0,0,-10,WAIT
1.59827,1.59900,1.60500,0.00009,-0.00024,0.001,19.95,0,0,0,10,WAIT
1.59415,1.59903,1.60476,0.00003,-0.00024,0.0005,-149.95,-0.1,-0.0005,-10,0,STRONGBUY
1.59868,1.59879,1.60448,-0.00024,-0.00028,0.0015,190,0,0.0005,10,10,WAIT
1.59807,1.59873,1.60428,-0.00006,-0.00020,-0.0015,-20,0,0,0,10,BUY
1.59784,1.59878,1.60412,0.00005,-0.00016,0.0005,-20.05,0.1,0,0,20,SELL
1.59956,1.59873,1.60399,-0.00005,-0.00012,0.0005,100.05,-0.1,0,0,0,STRONGSELL
1.60034,1.59868,1.60391,-0.00006,-0.00008,0.0015,40,0.1,0.0005,10,0,STRONGSELL
1.59495,1.59875,1.60385,0.00008,-0.00006,-0.0005,-260,-0.1,-0.0005,-20,-10,STRONGSELL
1.59236,1.59843,1.60368,-0.00033,-0.00017,-0.0045,-30,-0.1,-0.0005,0,-30,SELL
1.58964,1.59767,1.60345,-0.00076,-0.00024,-0.0005,0,-0.1,-0.0005,0,-20,BUY
1.58938,1.59690,1.60310,-0.00077,-0.00035,-0.0025,50,0.1,0,0,-10,WAIT
1.59039,1.59624,1.60274,-0.00066,-0.00036,0.001,40,0,0,0,0,SELL
1.59125,1.59569,1.60239,-0.00055,-0.00035,0.0015,40,0,0,0,10,STRONGSELL
1.58946,1.59520,1.60205,-0.00049,-0.00034,0.0005,-20,0,0,0,10,SELL
1.58772,1.59460,1.60168,-0.00061,-0.00037,-0.0005,-20,0,0,0,0,SELL
1.58764,1.59384,1.60126,-0.00075,-0.00041,-0.00103,20,0,0,0,0,WAIT
1.58762,1.59338,1.60079,-0.00046,-0.00047,0.00053,0,0,0,0,0,BUY
1.58635,1.59259,1.60034,-0.00079,-0.00045,0,0,-0.1,0,-10,-10,BUY
1.58724,1.59175,1.59981,-0.00084,-0.00053,0.0005,20,0,0.0005,10,10,WAIT
1.58957,1.59099,1.59929,-0.00076,-0.00052,0.003,60,0.1,0,10,10,SELL
1.58814,1.59028,1.59883,-0.00071,-0.00046,0.001,-40.05,0,0.0005,-10,20,WAIT
1.58783,1.58941,1.59832,-0.00087,-0.00051,-0.001,0,0.1,0,0,0,WAIT
1.58705,1.58890,1.59775,-0.00051,-0.00058,-0.0015,-39.95,0.1,0,0,-20,WAIT
1.58876,1.58852,1.59721,-0.00038,-0.00054,0.001,100,0.1,0,10,0,SELL
1.58844,1.58846,1.59673,-0.00006,-0.00048,0.0005,0,0,0.0005,0,0,SELL
1.58696,1.58839,1.59623,-0.00007,-0.00049,0.001,-100,-0.1,-0.0005,-10,0,SELL
1.58689,1.58815,1.59574,-0.00024,-0.00049,-0.002,0,0,0,0,0,SELL
1.58573,1.58783,1.59528,-0.00031,-0.00046,0.0005,-80,0,0,0,-10,SELL
1.5841,1.58757,1.59481,-0.00027,-0.00047,0,-30,0,0,0,0,WAIT
1.58536,1.58731,1.59441,-0.00026,-0.00041,-0.0015,90,0,0,0,0,WAIT
1.58444,1.58715,1.59408,-0.00016,-0.00033,0.0005,-20,0,0,0,-10,BUY
1.58509,1.58692,1.59372,-0.00023,-0.00035,0.00025,40,0,0,0,20,WAIT
1.58517,1.58683,1.59339,-0.00009,-0.00034,0.00075,20,0.1,0,0,10,WAIT
1.58573,1.58668,1.59303,-0.00015,-0.00036,0.0015,40,-0.1,0,0,10,WAIT
1.58607,1.58641,1.59278,-0.00027,-0.00024,-0.001,20,-0.1,0,10,0,WAIT
1.58599,1.58626,1.59258,-0.00015,-0.00020,0,0,0,0,0,10,WAIT
1.58571,1.58613,1.59237,-0.00013,-0.00021,0,-20,0,0,-10,0,BUY
1.58525,1.58603,1.59212,-0.00010,-0.00024,0.003,-20.05,0.1,0,0,-20,BUY
1.58677,1.58578,1.59188,-0.00025,-0.00025,-0.0005,160.05,0,0.0005,10,0,STRONGBUY
1.58821,1.58566,1.59162,-0.00012,-0.00025,-0.001,80,0,0,10,10,STRONGBUY
1.58792,1.58575,1.59144,0.00009,-0.00018,0.0015,-20,0.1,0,0,10,STRONGBUY
1.59155,1.58582,1.59123,0.00007,-0.00021,0.001,20,0.1,0.0005,10,20,WAIT
1.59151,1.58624,1.59105,0.00042,-0.00018,0,0,0,0,0,0,SELL
1.59129,1.58677,1.59090,0.00053,-0.00016,-0.00048,-60,-0.1,0,0,10,WAIT
1.59093,1.58719,1.59073,0.00042,-0.00016,-0.00077,-40,0,0,-10,-10,WAIT
1.59024,1.58766,1.59049,0.00046,-0.00024,-0.00025,-20,0.1,-0.00025,0,-10,WAIT
1.59054,1.58802,1.59029,0.00037,-0.00020,-0.0005,0,0,-0.00025,0,-20,BUY
1.59124,1.58841,1.59012,0.00038,-0.00016,0,0,-0.1,0,0,0,WAIT
1.59094,1.58880,1.58999,0.00039,-0.00014,0,-20,0,0,0,10,BUY
1.59243,1.58915,1.58985,0.00035,-0.00014,0.00132,40,0,0,10,10,WAIT
1.59167,1.58961,1.58974,0.00046,-0.00011,-0.00032,-20,0.1,-0.0005,-10,-10,WAIT
1.59195,1.59004,1.58960,0.00043,-0.00013,-0.001,0,-0.1,0,10,0,SELL
1.59252,1.59051,1.58956,0.00048,-0.00004,-0.0005,40,0,0,0,0,SELL
1.59214,1.59092,1.58944,0.00041,-0.00012,0,-40,0.1,0,0,0,BUY
1.5894,1.59121,1.58932,0.00028,-0.00012,0.0005,-260,-0.2,0,-20,-20,STRONGBUY
1.59048,1.59131,1.58915,0.00011,-0.00017,0,120,-0.1,-0.0005,10,-10,STRONGBUY
1.59376,1.59123,1.58897,-0.00008,-0.00018,0.00144,260,0,0.0005,10,20,BUY
1.59427,1.59140,1.58884,0.00016,-0.00013,-0.00094,-20,0.1,0,0,20,BUY
1.59546,1.59161,1.58882,0.00021,-0.00001,0.00084,20,0.1,0,0,20,WAIT
1.59656,1.59193,1.58888,0.00032,0.00006,0.00066,0,0,0.0005,0,0,SELL
1.59559,1.59238,1.58902,0.00045,0.00014,-0.00069,-80,0,0,0,0,SELL
1.59486,1.59274,1.58915,0.00036,0.00012,0.00119,-40,0,-0.0005,0,-20,SELL
1.59498,1.59300,1.58924,0.00026,0.00009,-0.0015,0,0,0,0,-20,WAIT
1.59306,1.59329,1.58931,0.00029,0.00007,-0.0015,-80,-0.1,0,-10,-20,BUY
1.59385,1.59334,1.58938,0.00005,0.00007,-0.00075,20,0,-0.0005,0,0,SELL
1.59483,1.59349,1.58951,0.00016,0.00012,0.00025,40,0,0,0,0,STRONGBUY
1.59474,1.59370,1.58965,0.00021,0.00014,0.0005,-20,0,0,0,10,STRONGBUY
1.59266,1.59386,1.58979,0.00016,0.00014,0.001,-80.05,0,0,-10,0,STRONGBUY
1.59815,1.59389,1.58992,0.00004,0.00013,0.0015,240.05,0.2,0,20,10,STRONGBUY
1.60359,1.59452,1.59014,0.00063,0.00022,0.0055,0,0.1,0.001,10,20,SELL
1.60252,1.59545,1.59042,0.00094,0.00028,-0.00225,0,0,0,-10,10,WAIT
1.60252,1.59608,1.59070,0.00063,0.00029,-0.00125,-60,0,0,0,0,SELL
1.60195,1.59667,1.59100,0.00059,0.00029,-0.0015,-40,-0.1,0,0,-10,WAIT
1.602,1.59713,1.59130,0.00046,0.00030,0.0005,0,0,0,0,0,BUY
1.60083,1.59752,1.59156,0.00039,0.00026,-0.0005,-40,0,0,0,-10,BUY
1.60101,1.59790,1.59181,0.00037,0.00025,-0.0005,0,0,-0.0005,0,-20,STRONGBUY
1.60322,1.59834,1.59209,0.00044,0.00028,-0.00044,20,0,0,0,0,WAIT
1.60341,1.59892,1.59242,0.00059,0.00033,0.00044,0,0.1,0,0,20,BUY
1.60405,1.59966,1.59277,0.00074,0.00035,-0.0006,20,0,0,0,20,SELL
1.60243,1.60039,1.59317,0.00073,0.00040,0.0006,-40,-0.1,0,0,-10,WAIT
1.60445,1.60093,1.59351,0.00054,0.00034,0,40,0,0,0,0,SELL
1.60277,1.60163,1.59391,0.00069,0.00040,-0.001,-60,0.1,-0.0005,0,-20,SELL
1.60155,1.60235,1.59426,0.00072,0.00035,-0.002,-120,-0.1,0,-10,-10,SELL
1.60166,1.60259,1.59459,0.00024,0.00033,-0.0005,20,-0.3,0,0,-20,STRONGSELL
1.60017,1.60246,1.59491,-0.00014,0.00032,-0.0005,-80,0,-0.0005,0,-10,WAIT
1.6005,1.60229,1.59519,-0.00017,0.00028,0,40,0,0,0,0,WAIT
1.59705,1.60214,1.59548,-0.00014,0.00029,0,-90,-0.1,-0.0005,-10,0,STRONGBUY
1.60106,1.60179,1.59571,-0.00035,0.00023,0.0005,170,0,0.0005,10,20,WAIT
1.60124,1.60173,1.59602,-0.00007,0.00032,0.0005,0,0.1,0,0,20,WAIT
1.60146,1.60176,1.59631,0.00003,0.00029,-0.0005,20,0,0,0,30,BUY
1.60064,1.60179,1.59658,0.00003,0.00027,0.0005,-40.05,0,0,0,0,BUY
1.60176,1.60160,1.59683,-0.00018,0.00025,0.001,60.05,0,0.0005,0,0,BUY
1.60412,1.60149,1.59704,-0.00012,0.00020,0.001,140,0.1,0,10,0,WAIT
1.60364,1.60149,1.59729,0.00001,0.00025,-0.0005,-40,0,0.0005,-10,0,WAIT
1.60414,1.60158,1.59754,0.00009,0.00025,-0.0005,20,-0.1,0,10,0,WAIT
1.60464,1.60155,1.59780,-0.00002,0.00026,0,0,0.1,0,0,0,STRONGSELL
1.60428,1.60169,1.59809,0.00013,0.00029,0,-40,0,0,0,0,SELL
1.60331,1.60188,1.59836,0.00020,0.00027,0.001,-40,0,0,-10,-10,SELL
1.59972,1.60200,1.59861,0.00012,0.00024,0.0006,-140,-0.1,-0.0005,-10,-40,STRONGBUY
1.60241,1.60197,1.59878,-0.00003,0.00018,-0.0031,100,0,0,10,0,BUY
1.60107,1.60211,1.59898,0.00014,0.00020,0,-80,0.2,0,-10,0,STRONGBUY
1.60406,1.60239,1.59917,0.00029,0.00019,0.0015,140,0,0,10,20,STRONGBUY
1.60377,1.60261,1.59941,0.00021,0.00024,-0.0005,-20,0,0,0,0,STRONGBUY
1.60581,1.60279,1.59964,0.00018,0.00023,0.00202,80,0.1,0,10,20,STRONGBUY
1.60735,1.60310,1.59991,0.00031,0.00027,0.00148,60,0,0.0005,0,0,BUY
1.60975,1.60358,1.60027,0.00048,0.00036,0.002,0,0.1,0.0005,0,10,WAIT
1.60945,1.60415,1.60065,0.00057,0.00039,-0.0025,-40,-0.1,0,0,0,BUY
1.60878,1.60453,1.60097,0.00038,0.00031,-0.0005,-40,0,0,0,-10,BUY
1.60978,1.60490,1.60126,0.00037,0.00029,0,0,0,0,0,0,WAIT
1.61173,1.60530,1.60154,0.00040,0.00029,0.0015,20,0.1,0,0,0,SELL
1.6108,1.60581,1.60185,0.00051,0.00030,0,-40,0,0,0,-10,WAIT
1.61,1.60627,1.60215,0.00047,0.00030,-0.00214,-20,0,0,0,-10,BUY
1.60999,1.60675,1.60245,0.00048,0.00030,-0.00086,-20,0.2,-0.0005,0,-20,WAIT
1.60997,1.60748,1.60275,0.00073,0.00030,0,0,0,0,0,-10,WAIT
1.61124,1.60802,1.60309,0.00054,0.00034,0.0005,40,0,0,0,10,SELL
1.6103,1.60875,1.60344,0.00073,0.00035,-0.0005,-40,-0.1,-0.0005,0,10,SELL
1.61019,1.60919,1.60375,0.00045,0.00031,-0.0005,-20,-0.1,0,0,10,SELL
1.61014,1.60965,1.60406,0.00046,0.00031,-0.0005,-20,0,0,0,0,SELL
1.60914,1.60996,1.60441,0.00031,0.00035,-0.0005,-120,-0.1,0,-10,-10,BUY
1.60902,1.61009,1.60463,0.00013,0.00022,-0.0005,0,-0.1,0,0,-10,WAIT
1.60873,1.61004,1.60474,-0.00005,0.00011,-0.001,-20,0,-0.0005,0,-10,STRONGSELL
1.61139,1.60999,1.60486,-0.00005,0.00012,0.0025,260,0.1,0.0005,10,20,STRONGSELL
1.60988,1.61017,1.60504,0.00019,0.00018,0.001,-160,0,0,-10,10,STRONGSELL
1.60454,1.61018,1.60520,0.00001,0.00016,-0.002,-170,-0.3,-0.0005,-10,-20,WAIT
1.60415,1.60967,1.60525,-0.00051,0.00005,-0.004,0,0,-0.0005,0,-20,SELL
1.60544,1.60919,1.60531,-0.00048,0.00007,0.0005,70,0,0,0,0,STRONGSELL
1.60527,1.60887,1.60540,-0.00033,0.00009,0.0005,20,0,0,0,0,SELL
1.60287,1.60853,1.60544,-0.00034,0.00004,0.001,-20,0,0,-10,0,WAIT
1.60062,1.60802,1.60543,-0.00051,-0.00001,-0.002,-20,-0.1,0,0,0,BUY
1.60345,1.60726,1.60536,-0.00076,-0.00007,0.0015,80,0,0,10,10,WAIT
1.60374,1.60677,1.60539,-0.00049,0.00002,0,19.95,0.1,0,0,20,WAIT
1.60284,1.60631,1.60537,-0.00046,-0.00001,0.0005,-19.95,-0.1,0.0005,0,10,STRONGBUY
1.60253,1.60579,1.60537,-0.00052,0.00000,-0.001,0,0,0,0,0,STRONGBUY
1.6042,1.60532,1.60539,-0.00047,0.00002,0.0015,40,0.1,0.0005,0,10,STRONGBUY
1.60918,1.60498,1.60544,-0.00034,0.00005,0.0045,160,0.1,0.0005,10,20,SELL
1.6068,1.60501,1.60562,0.00003,0.00018,-0.00045,-60,0,0,0,0,WAIT
1.60747,1.60468,1.60575,-0.00033,0.00013,-0.00155,40,-0.1,0.0005,0,-10,WAIT
1.60751,1.60451,1.60596,-0.00017,0.00021,-0.0005,-20,0.2,0,0,0,STRONGBUY
1.6076,1.60472,1.60609,0.00021,0.00013,0.00075,0,0,0,0,0,STRONGBUY
1.60783,1.60497,1.60621,0.00025,0.00013,-0.00025,0,0,0,0,-10,STRONGBUY
1.61074,1.60514,1.60634,0.00017,0.00013,0.00168,40,0.1,0,10,10,WAIT
1.6115,1.60553,1.60654,0.00039,0.00020,0.00032,0,0.1,0,0,10,WAIT
1.61145,1.60614,1.60674,0.00062,0.00019,-0.00053,-20,0.1,0,0,10,BUY
1.61161,1.60692,1.60688,0.00077,0.00015,-0.00047,0,0,0,0,-10,BUY
1.61122,1.60750,1.60704,0.00058,0.00016,-0.0005,-20,0,0,0,0,STRONGBUY
1.61411,1.60803,1.60719,0.00053,0.00014,0.0025,40,0,0,0,0,WAIT
1.61264,1.60884,1.60737,0.00081,0.00019,-0.0005,-40,0,0,0,-10,WAIT
1.61604,1.60956,1.60754,0.00072,0.00017,0.0015,80,0,0,0,0,SELL
1.61371,1.61041,1.60780,0.00085,0.00025,-0.0005,-80,-0.1,0,0,-10,SELL
1.61282,1.61073,1.60808,0.00032,0.00028,-0.003,-40,0,-0.0005,-10,0,WAIT
1.61402,1.61116,1.60828,0.00043,0.00021,0,40,0,0,10,-20,STRONGSELL
1.6123,1.61163,1.60854,0.00047,0.00026,0,-80,-0.1,0,-10,-10,SELL
1.61226,1.61197,1.60871,0.00034,0.00016,0.0005,-20,0,-0.0005,0,-10,WAIT
1.61066,1.61230,1.60888,0.00033,0.00017,-0.0005,-100,-0.1,0,0,0,STRONGBUY
1.61102,1.61251,1.60898,0.00020,0.00010,-0.003,20,-0.1,0,0,10,BUY
1.61215,1.61253,1.60905,0.00002,0.00007,0.0005,60,0,-0.0005,0,10,WAIT
