Close,SMA14,SMA50,SMA14IND,SMA50IND,Bulls,CCI,DM,OSMA,RSI,Stoch,Decision
1.4161,1.43763,1.44475,-0.00257,-0.00063,0,40,0,0,10,0,STRONGBUY
1.42288,1.43518,1.44410,-0.00244,-0.00065,0.01475,40,0.2,0.001,10,10,STRONGSELL
1.42672,1.43348,1.44364,-0.00170,-0.00046,-0.004,40,0,0.001,0,20,STRONGSELL
1.42155,1.43186,1.44332,-0.00163,-0.00031,-0.001,-20.05,0,0.001,0,10,STRONGSELL
1.41822,1.43009,1.44291,-0.00177,-0.00041,-0.003,-19.95,0,0.0005,0,0,STRONGSELL
1.41351,1.42815,1.44245,-0.00193,-0.00046,-0.001,-20,0,0,-10,-30,SELL
1.4166,1.42588,1.44188,-0.00227,-0.00056,0.0015,20,0,0.0005,10,0,STRONGSELL
1.41472,1.42388,1.44134,-0.00200,-0.00055,0.0005,-20,0,0,0,0,WAIT
1.41087,1.42178,1.44075,-0.00210,-0.00059,-0.0015,-40,0,0,-10,0,STRONGBUY
1.41118,1.41966,1.44007,-0.00212,-0.00068,-0.0015,20,0,0,0,0,STRONGBUY
1.41373,1.41807,1.43942,-0.00160,-0.00065,0.003,40,0.2,0,10,0,STRONGBUY
1.41899,1.41725,1.43885,-0.00081,-0.00057,0.007,100,0.1,0.001,10,30,BUY
1.41604,1.41706,1.43843,-0.00019,-0.00043,0,-40,0,0,-10,10,STRONGBUY
1.41673,1.41686,1.43793,-0.00021,-0.00050,-0.0005,0,0.1,0.0005,0,0,WAIT
1.42044,1.41699,1.43740,0.00013,-0.00053,0.001,60,0,0.0005,10,0,STRONGSELL
1.41921,1.41730,1.43675,0.00031,-0.00065,-0.0005,0,-0.2,0,0,10,STRONGSELL
1.41754,1.41704,1.43611,-0.00026,-0.00065,-0.001,-20,0,0,0,0,WAIT
1.4169,1.41638,1.43543,-0.00066,-0.00068,0.001,0,-0.1,0,0,-20,STRONGBUY
1.41194,1.41605,1.43497,-0.00033,-0.00046,-0.002,-120,0,-0.0005,-10,-20,STRONGBUY
1.41755,1.41560,1.43442,-0.00045,-0.00055,0.004,140,0,0,10,20,STRONGBUY
1.42004,1.41589,1.43391,0.00029,-0.00051,0.003,40,0.1,0,0,10,STRONGBUY
1.42687,1.41613,1.43348,0.00025,-0.00042,0.00525,100,0.1,0.001,10,20,WAIT
1.42423,1.41700,1.43310,0.00087,-0.00038,-0.00375,-60,0,0,0,0,STRONGBUY
1.42926,1.41796,1.43271,0.00095,-0.00039,0.001,60,0,0.0005,0,0,STRONGBUY
1.42655,1.41925,1.43238,0.00129,-0.00033,-0.00075,-80,0,0,0,0,STRONGBUY
1.4313,1.42016,1.43187,0.00092,-0.00052,0.00075,40,-0.1,0,0,0,STRONGBUY
1.43558,1.42104,1.43130,0.00088,-0.00056,0.00275,0,0.1,0.0005,10,-10,STRONGBUY
1.45758,1.42244,1.43090,0.00140,-0.00041,0.02,40,0.2,0.0015,10,10,STRONGBUY
1.45882,1.42536,1.43095,0.00292,0.00005,-0.005,0,0,0.001,0,0,STRONGBUY
1.46507,1.42810,1.43104,0.00274,0.00009,0,-20,0,0.0005,0,10,STRONGBUY
1.46425,1.43137,1.43125,0.00328,0.00021,0,-40,0,0.0005,0,0,WAIT
1.46774,1.43471,1.43144,0.00334,0.00018,0,-20,0.1,-0.0005,0,0,SELL
1.46833,1.43834,1.43173,0.00363,0.00029,-0.005,-20,-0.1,-0.0005,0,-10,STRONGBUY
nan,1.44237,1.43197,0.00403,0.00024,-0.005,-20,0.1,-0.001,0,-10,STRONGBUY
1.46555,1.44575,1.43220,0.00338,0.00023,0,0,0,-0.00092,0,-10,WAIT
1.47572,1.44900,1.43250,0.00325,0.00030,0.005,20,0,-0.00058,0,10,STRONGSELL
1.46986,1.45249,1.43300,0.00349,0.00050,0,-20,0,-0.001,0,-10,STRONGSELL
1.46614,1.45575,1.43339,0.00326,0.00039,-0.005,-20,0,-0.001,-10,-10,BUY
1.46533,1.45839,1.43378,0.00263,0.00039,-0.00775,-20,0,-0.001,0,-20,WAIT
1.46649,1.46116,1.43410,0.00277,0.00032,-0.0005,0,0,-0.0005,0,-10,STRONGBUY
1.4684,1.46367,1.43450,0.00251,0.00040,-0.0015,20,-0.1,-0.0005,0,10,BUY
1.46558,1.46601,1.43496,0.00234,0.00046,0.002,-80,-0.1,-0.0005,0,0,STRONGBUY
1.47235,1.46659,1.43537,0.00057,0.00041,0,160,0,0,0,20,STRONGBUY
1.47039,1.46755,1.43592,0.00097,0.00055,0.00275,-60,0,0,0,0,STRONGBUY
1.47006,1.46793,1.43645,0.00038,0.00053,-0.00425,-20,0,0,0,10,STRONGBUY
1.48127,1.46835,1.43704,0.00042,0.00059,0.00925,140,0,0.0005,10,0,STRONGBUY
1.47933,1.46931,1.43799,0.00097,0.00095,-0.005,-40,0.1,0.0005,-10,10,BUY
1.47823,1.47010,1.43908,0.00079,0.00108,0,-40,-0.1,0,0,0,STRONGBUY
1.49,1.47105,1.44021,0.00095,0.00113,0.01,80,0.1,0.001,10,0,STRONGSELL
1.48095,1.47280,1.44163,0.00175,0.00142,-0.005,-100,-0.1,-0.0005,-10,-10,STRONGSELL
1.48705,1.47317,1.44295,0.00037,0.00132,0,20,0,0,0,0,STRONGSELL
1.45271,1.47440,1.44437,0.00123,0.00142,0.01,-280,-0.3,-0.0025,-20,-20,STRONGSELL
1.33794,1.47344,1.44497,-0.00096,0.00060,-0.02425,-30,-0.1,-0.01025,-30,-30,STRONGBUY
1.39055,1.46434,1.44319,-0.00910,-0.00178,-0.05075,30,0,0,20,10,STRONGSELL
1.36732,1.45892,1.44257,-0.00542,-0.00062,0.005,20,0,-0.005,0,0,STRONGSELL
1.37571,1.45170,1.44155,-0.00722,-0.00102,0,40,-0.1,0,0,10,STRONGSELL
1.36303,1.44528,1.44080,-0.00642,-0.00076,0,20,0,0,0,-10,STRONGSELL
1.33833,1.43747,1.43973,-0.00781,-0.00107,-0.0125,-20,0,0,0,0,STRONGSELL
1.33967,1.42803,1.43820,-0.00943,-0.00153,0,20,0,0,0,-10,STRONGSELL
1.33245,1.41872,1.43677,-0.00931,-0.00142,0.0125,0,0,0,-10,-10,STRONGSELL
1.32033,1.40809,1.43520,-0.01063,-0.00157,-0.005,0,0,0.005,0,0,BUY
1.32132,1.39673,1.43333,-0.01136,-0.00187,0,0,0,0,0,0,STRONGBUY
1.3225,1.38553,1.43138,-0.01121,-0.00195,0.005,20,-0.1,0.00325,0,10,STRONGBUY
1.32204,1.37356,1.42951,-0.01196,-0.00187,0.005,0,0,0.002,0,10,STRONGBUY
1.32935,1.36221,1.42761,-0.01135,-0.00189,0.015,19.95,0.1,0.003,10,20,STRONGBUY
1.3297,1.35095,1.42579,-0.01126,-0.00182,0.005,0,0,0.0025,0,10,STRONGBUY
1.33998,1.34216,1.42400,-0.00879,-0.00179,0.00825,40.05,0.2,0.003,0,30,STRONGSELL
1.33283,1.34231,1.42245,0.00015,-0.00155,0.001,-20,-0.1,0.0015,0,-10,WAIT
1.33397,1.33818,1.42077,-0.00412,-0.00168,-0.00425,20,0,0.0015,0,0,STRONGBUY
1.32937,1.33580,1.41921,-0.00238,-0.00156,0.00525,-20,0.1,0.0005,0,-30,STRONGBUY
1.33308,1.33249,1.41745,-0.00331,-0.00176,-0.0025,60,0,0.0005,0,0,STRONGBUY
1.33906,1.33035,1.41571,-0.00214,-0.00174,0.0095,80,0.2,0.001,0,0,STRONGBUY
1.3475,1.33040,1.41395,0.00005,-0.00176,0.0055,80,0,0.001,10,30,STRONGSELL
1.34703,1.33096,1.41242,0.00056,-0.00153,0.0045,-40,0.1,0.0005,0,10,STRONGSELL
1.34294,1.33200,1.41077,0.00104,-0.00164,-0.0055,-60,0.1,-0.00025,0,-10,STRONGBUY
1.34436,1.33362,1.40910,0.00161,-0.00167,-0.001,0,0,-0.00025,0,-10,BUY
1.33951,1.33527,1.40736,0.00165,-0.00174,-0.0015,-60,0,-0.0005,0,-20,STRONGSELL
1.34793,1.33648,1.40544,0.00122,-0.00192,0.004,80,0,0,0,10,STRONGSELL
1.34694,1.33833,1.40325,0.00185,-0.00219,-0.0005,-20,-0.1,-0.0005,0,0,STRONGSELL
1.32672,1.33959,1.40101,0.00126,-0.00224,0,-240,-0.2,-0.002,-10,-10,STRONGBUY
1.33091,1.33937,1.39824,-0.00021,-0.00277,-0.0115,60,0,-0.001,0,-10,WAIT
1.33377,1.33873,1.39558,-0.00065,-0.00267,0.0015,39.95,0,-0.0005,10,0,STRONGSELL
1.33324,1.33879,1.39290,0.00007,-0.00268,0.00092,0,0,-0.0005,0,10,STRONGSELL
1.33018,1.33874,1.39019,-0.00005,-0.00270,-0.00042,-39.95,0,-0.0005,-10,0,STRONGSELL
1.32938,1.33880,1.38750,0.00006,-0.00269,0,0,0,0,0,0,SELL
1.32805,1.33853,1.38478,-0.00026,-0.00272,0.003,0,-0.1,-0.0005,0,0,WAIT
1.326,1.33775,1.38182,-0.00079,-0.00295,-0.0035,0,-0.1,0,0,0,WAIT
1.32771,1.33621,1.37895,-0.00154,-0.00288,0.0005,20,-0.1,0,0,-10,WAIT
1.32832,1.33483,1.37618,-0.00138,-0.00277,0.0025,19.95,0.1,0,0,0,WAIT
1.32514,1.33379,1.37344,-0.00104,-0.00274,0.0005,-39.95,0,0,0,0,STRONGBUY
1.32754,1.33241,1.37061,-0.00137,-0.00283,0,39.95,0,0,0,0,SELL
1.32926,1.33156,1.36779,-0.00086,-0.00282,0.0045,40.05,0,0.0005,10,10,STRONGSELL
1.32854,1.33023,1.36507,-0.00133,-0.00273,-0.003,0,0,0,0,10,STRONGSELL
1.32629,1.32891,1.36219,-0.00131,-0.00288,-0.0015,-80,0.1,0,-10,-10,STRONGSELL
1.32435,1.32888,1.35931,-0.00003,-0.00288,-0.0015,-40,0,0,0,-20,STRONGSELL
1.31269,1.32841,1.35639,-0.00047,-0.00291,0.0015,-70,-0.1,-0.001,0,-20,STRONGSELL
1.30553,1.32691,1.35302,-0.00151,-0.00337,-0.004,0,-0.1,-0.0015,-10,0,STRONGSELL
1.30519,1.32493,1.34955,-0.00198,-0.00348,-0.00725,10,0,-0.0005,0,0,STRONGSELL
1.302,1.32314,1.34609,-0.00178,-0.00346,0,40,0,-0.0005,0,0,STRONGSELL
1.29607,1.32119,1.34233,-0.00196,-0.00376,0,0,0,-0.00075,0,0,SELL
1.29092,1.31890,1.33863,-0.00228,-0.00370,-0.005,20,-0.1,-0.00075,0,10,STRONGBUY
1.29377,1.31640,1.33471,-0.00251,-0.00392,0.005,20,0.1,0.0005,0,10,WAIT
1.2949,1.31397,1.33153,-0.00242,-0.00318,0.00575,20,0,0.0005,0,20,SELL
1.29437,1.31159,1.33067,-0.00239,-0.00086,-0.002,20,0,0.0005,0,10,STRONGBUY
1.29293,1.30939,1.32874,-0.00220,-0.00192,0,0,0,0.0005,0,10,STRONGBUY
1.29303,1.30692,1.32725,-0.00247,-0.00149,-0.001,0,-0.1,0.0005,0,-10,STRONGBUY
1.29901,1.30433,1.32560,-0.00259,-0.00165,0.007,40,0.1,0.001,10,10,STRONGSELL
1.29826,1.30222,1.32432,-0.00211,-0.00128,0.0005,20,0,0.001,0,10,STRONGSELL
1.30129,1.30022,1.32352,-0.00200,-0.00080,0.005,40,0.1,0.0005,0,10,STRONGSELL
1.29016,1.29857,1.32275,-0.00165,-0.00077,0,-140,0,0,0,-30,STRONGBUY
1.2904,1.29696,1.32191,-0.00161,-0.00085,-0.00975,20,0,-0.0005,0,-20,STRONGBUY
1.29349,1.29588,1.32131,-0.00108,-0.00060,0.00307,60,0.1,0.0005,0,-10,BUY
1.29462,1.29504,1.32075,-0.00084,-0.00056,0.00218,40,0,0,0,0,BUY
1.2935,1.29452,1.32019,-0.00053,-0.00056,0.0015,-40,0,0,0,10,WAIT
1.29537,1.29433,1.31962,-0.00018,-0.00057,0.003,60,0.2,0,0,10,SELL
1.2962,1.29465,1.31894,0.00032,-0.00068,0.002,0,0,0,0,10,WAIT
1.29444,1.29482,1.31827,0.00017,-0.00067,-0.005,-40,0,0,0,0,STRONGSELL
nan,1.29479,1.31736,-0.00003,-0.00091,-0.0005,-20,0.1,0,0,-10,BUY
1.29593,1.29473,1.31658,-0.00006,-0.00079,0.002,60,0,0.00025,10,-10,WAIT
1.2856,1.29494,1.31581,0.00021,-0.00076,0.002,-230,-0.1,-0.00075,-10,-10,STRONGBUY
1.29642,1.29441,1.31494,-0.00053,nan,0.0035,250,0,0.0005,10,10,STRONGBUY
1.29666,1.29423,1.31421,-0.00018,-0.00073,-0.0005,20,0,0,0,10,STRONGBUY
1.29969,1.29411,1.31336,-0.00011,-0.00085,-0.0015,80,-0.1,0.00025,0,30,STRONGBUY
1.30114,1.29400,1.31240,-0.00011,-0.00096,0.001,20,0.1,0.00025,10,10,STRONGBUY
1.30703,1.29478,1.31148,0.00078,-0.00092,0.00675,20,0.2,0.0005,0,10,STRONGBUY
1.31499,1.29597,1.31077,0.00119,-0.00072,0.005,0,0,0.00097,10,0,STRONGBUY
1.31615,1.29751,1.31018,0.00154,-0.00059,0,0,0,0.00053,0,0,STRONGBUY
1.32794,1.29905,1.30971,0.00154,-0.00047,0.005,0,0.1,0.001,10,0,BUY
1.32445,1.30151,1.30931,0.00246,-0.00040,0,-60,0,0,-10,-10,BUY
1.32898,1.30358,1.30886,0.00208,-0.00045,-0.005,0,-0.1,0,0,10,STRONGSELL
1.33038,1.30592,1.30891,0.00234,0.00005,0.005,-20,0,0,0,-10,STRONGSELL
1.32605,1.30849,1.30890,0.00257,-0.00001,-0.005,-40,0,-0.0005,0,0,STRONGSELL
1.32595,1.31082,1.30874,0.00232,-0.00015,-0.005,0,0,-0.00108,0,-20,STRONGSELL
1.31913,1.31296,1.30860,0.00214,-0.00015,0,-40,0,-0.00142,-10,-20,WAIT
1.31464,1.31535,1.30837,0.00240,-0.00022,-0.00884,-40,-0.1,-0.0015,0,-30,STRONGBUY
1.31182,1.31666,1.30808,0.00130,-0.00029,-0.00491,-40.05,0,-0.0015,-10,0,STRONGBUY
1.32004,1.31774,1.30776,0.00108,-0.00032,0.0065,60.05,0,0,10,0,STRONGBUY
1.32198,1.31919,1.30764,0.00145,-0.00012,0.00725,0,0.1,0,0,20,STRONGBUY
1.33257,1.32068,1.30752,0.00149,-0.00011,0.015,120,0,0.0005,10,20,STRONGBUY
1.332,1.32251,1.30761,0.00182,0.00009,-0.01,-20,0,0.0005,0,10,STRONGBUY
1.33406,1.32372,1.30774,0.00121,0.00014,-0.005,0,0,0.0005,0,-10,STRONGBUY
1.33908,1.32500,1.30787,0.00128,0.00013,0.005,40,0,0.001,0,10,STRONGSELL
1.34244,1.32580,1.30807,0.00080,0.00020,0.005,0,0,0.0005,10,10,STRONGSELL
1.3415,1.32708,1.30835,0.00128,0.00028,-0.005,-40,0,0,-10,0,STRONGSELL
1.334,1.32797,1.30865,0.00089,0.00030,0,-60,-0.1,-0.0005,0,-10,STRONGSELL
1.31776,nan,1.30885,0.00026,0.00019,-0.01125,-120,-0.1,-0.002,-20,-30,STRONGBUY
1.31857,1.32764,1.30895,-0.00059,0.00010,-0.011,0,0,-0.0015,0,-20,STRONGBUY
1.32401,1.32711,1.30921,-0.00053,0.00026,0.005,40,0.1,-0.0005,10,10,WAIT
1.32438,1.32746,1.30958,0.00035,0.00038,0.00025,0,0,-0.0005,0,0,BUY
1.32724,1.32816,1.31003,0.00070,0.00045,0.00225,20,0,0.0005,0,20,SELL
1.3243,1.32926,1.31066,0.00110,0.00062,-0.0015,-40.05,0,0,0,10,BUY
1.32564,1.32956,1.31132,0.00030,0.00067,0.004,0,0,0,0,10,STRONGSELL
1.32538,1.32983,1.31196,0.00026,0.00064,-0.0035,20.05,-0.1,0.0005,0,-10,STRONGSELL
1.32539,1.32931,1.31257,-0.00051,0.00061,0,0,0,0.0005,0,-10,STRONGSELL
1.32153,1.32884,1.31319,-0.00047,0.00062,-0.0015,-40,-0.1,0,-10,-10,STRONGSELL
1.31876,1.32794,1.31376,-0.00089,0.00057,-0.001,-20,-0.1,-0.0005,0,-20,STRONGSELL
1.31219,1.32649,1.31428,-0.00145,0.00051,-0.0005,-80,-0.1,-0.0005,-10,-10,STRONGSELL
1.31181,1.32433,1.31454,-0.00216,0.00026,-0.005,20,0,-0.0005,0,10,WAIT
1.31069,1.32221,1.31481,-0.00212,0.00027,-0.002,20,0,0,0,0,STRONGBUY
1.30832,1.32055,1.31500,-0.00167,0.00019,0.0015,0,0.1,0,0,0,STRONGBUY
1.31091,1.31987,1.31536,-0.00067,0.00036,0.0005,40,0,0,0,0,STRONGBUY
1.31497,1.31933,1.31577,-0.00055,0.00041,0.006,39.95,0,0.0005,10,20,STRONGBUY
1.31396,1.31868,1.31620,-0.00065,0.00043,0.0035,0,0.1,0.0005,0,20,STRONGBUY
1.31855,1.31794,1.31659,-0.00074,0.00039,-0.0005,60.05,-0.1,0.001,0,20,STRONGBUY
1.32012,1.31731,nan,-0.00062,0.00050,0.0025,20,0.1,0.001,10,0,WAIT
1.32269,1.31702,1.31759,-0.00030,0.00050,0.004,40,0,0.0005,0,10,STRONGSELL
1.32331,1.31681,1.31812,-0.00021,0.00053,-0.004,20,0,0.0005,0,-10,SELL
1.31957,1.31666,1.31869,-0.00015,0.00058,0.00275,-40,0,0,0,-10,STRONGBUY
1.318,1.31624,1.31921,-0.00042,0.00052,-0.00407,-20,0,0,-10,-20,STRONGBUY
1.32087,1.31599,1.31965,-0.00025,0.00044,0.00082,40,0.1,0,10,-10,BUY
1.32308,1.31614,1.32036,0.00015,0.00071,-0.00102,20,0.1,0,0,10,STRONGSELL
1.3242,1.31692,1.32089,0.00078,0.00053,0.00152,0,0.1,0,0,20,STRONGSELL
1.3227,1.31780,1.32144,0.00089,0.00055,-0.0014,-20,0,-0.0005,0,10,STRONGSELL
1.31797,1.31866,1.32190,0.00086,0.00046,0.0049,-100,-0.1,-0.00025,-10,-20,STRONGSELL
1.31054,1.31935,1.32224,0.00069,0.00034,-0.0085,-160,-0.1,-0.00075,-10,-30,BUY
1.31071,1.31932,1.32231,-0.00003,0.00007,-0.007,40,0,-0.0005,0,-10,BUY
1.31086,1.31902,1.32223,-0.00030,-0.00009,0.001,0,-0.1,-0.0005,0,0,STRONGBUY
1.31283,1.31880,1.32212,-0.00022,-0.00011,0.0035,60,0.1,0,10,0,SELL
1.31294,1.31839,1.32182,-0.00041,-0.00030,0,20,-0.1,0,0,10,WAIT
1.31525,1.31788,1.32159,-0.00051,-0.00023,0.003,40,0,0.0005,0,20,SELL
1.30999,1.31735,1.32131,-0.00053,-0.00027,0.0005,-60,0,0,0,10,WAIT
1.31357,1.31639,1.32091,-0.00095,-0.00041,-0.0025,60,0,0,0,0,SELL
1.31388,1.31597,1.32066,-0.00043,-0.00025,0.001,0,0,0.0005,0,-10,SELL
1.30924,1.31567,1.32041,-0.00029,-0.00024,0.0005,-60,0,0,0,0,STRONGBUY
1.31181,1.31484,1.32022,-0.00083,-0.00020,-0.002,39.95,0,0,0,-10,BUY
1.31176,1.31404,1.32016,-0.00081,-0.00006,0.001,20.05,-0.1,0,0,10,BUY
1.31325,1.31315,1.32016,-0.00089,0.00000,0.0025,60,0,0.0005,0,20,WAIT
1.31393,1.31247,1.32002,-0.00067,-0.00014,0.0025,40,0,0,0,10,WAIT
1.31289,1.31218,1.31986,-0.00029,-0.00016,-0.002,-40,0.2,0,0,-10,SELL
1.31354,1.31235,1.31947,0.00017,-0.00039,0.0005,20,0,0,0,0,SELL
1.31295,1.31255,1.31910,0.00020,-0.00037,-0.0015,-40,-0.1,0,0,-10,WAIT
1.31009,1.31270,1.31868,0.00015,-0.00042,0.0005,-120,0,0,0,-10,STRONGBUY
1.31151,1.31251,1.31810,-0.00020,-0.00058,-0.002,59.95,-0.1,0,0,-10,STRONGBUY
1.31309,1.31240,1.31748,-0.00010,-0.00062,0.0015,100.05,0,0,0,10,STRONGBUY
1.32239,1.31225,1.31691,-0.00015,-0.00057,0.008,140,0.2,0.0005,20,30,STRONGSELL
1.32319,1.31314,1.31668,0.00089,-0.00023,0,0,0,0.0005,0,10,STRONGSELL
1.31739,1.31382,1.31679,0.00069,0.00011,-0.0015,-120,0,0,-10,0,STRONGSELL
1.31863,1.31407,1.31676,0.00025,-0.00002,-0.002,20,0,0,0,-10,SELL
1.31572,1.31474,1.31666,0.00067,-0.00011,-0.0025,-80,0,0,0,-20,BUY
1.31422,1.31502,1.31648,0.00028,-0.00017,-0.0025,-40,0,-0.0005,-10,-10,STRONGBUY
1.31626,1.31520,1.31622,0.00018,-0.00026,0.0015,40,0,-0.0005,10,-10,WAIT
nan,1.31541,1.31606,0.00021,-0.00016,-0.0005,40,0,0,0,0,STRONGBUY
1.31806,1.31570,1.31591,0.00029,-0.00015,0.0035,0,0,0,0,20,STRONGBUY
1.31552,1.31607,1.31576,0.00037,-0.00015,-0.0005,-60,0,0,-10,0,STRONGBUY
1.32207,1.31621,1.31556,0.00014,-0.00020,0.001,120,0,0,10,10,BUY
1.32275,1.31686,1.31557,0.00065,0.00001,0.00675,0,0.1,0.0005,0,-10,BUY
1.32224,1.31777,1.31565,0.00090,0.00008,-0.00625,-20,0.1,0,0,0,STRONGSELL
1.32334,1.31853,1.31585,0.00077,0.00020,-0.001,0,-0.1,0,0,0,SELL
1.32565,1.31926,1.31608,0.00073,0.00023,0.002,40,0,0.0005,10,0,STRONGSELL
1.31887,1.31950,1.31638,0.00023,0.00030,-0.001,-140,-0.1,-0.0005,-10,-10,SELL
1.32059,1.31919,1.31660,-0.00031,0.00021,-0.005,40,0,-0.0005,0,0,WAIT
1.32034,1.31942,1.31679,0.00023,0.00019,0.0005,-20,0,0,0,-20,SELL
1.31754,1.31954,1.31690,0.00012,0.00011,-0.001,-60.05,0,-0.0005,-10,10,STRONGBUY
1.31982,1.31967,1.31697,0.00013,0.00007,-0.0005,40.05,0.1,0,10,-10,STRONGBUY
1.31903,1.32007,1.31699,0.00040,0.00003,0.0005,-20,-0.1,-0.0005,0,0,STRONGBUY
1.32347,1.32027,1.31697,0.00020,-0.00002,0.00283,120,0.1,0.0005,0,30,STRONGBUY
1.32742,1.32066,1.31699,0.00040,0.00002,0.00467,80,0,0.0005,10,20,STRONGBUY
1.33359,1.32133,1.31707,0.00067,0.00008,0.00425,20,0.1,0.0005,0,10,SELL
1.33534,1.32262,1.31735,0.00129,0.00028,0,0,0,0.001,0,0,WAIT
1.33275,1.32357,1.31770,0.00095,0.00035,-0.0025,-80,-0.1,0,0,0,BUY
1.3322,1.32429,1.31793,0.00071,0.00024,nan,-20,0,0,0,0,WAIT
1.33533,1.32500,1.31812,0.00071,0.00018,0.001,20,0,0,0,-10,STRONGSELL
1.33391,1.32585,1.31834,0.00086,0.00022,0.001,-40,0,-0.0005,0,0,WAIT
1.33267,1.32644,1.31856,0.00059,0.00022,-0.0035,-20,0,0,0,-10,WAIT
1.33229,1.32743,1.31886,0.00099,0.00029,-0.00151,0,0,-0.0005,0,-10,SELL
1.33352,1.32826,1.31929,0.00084,0.00044,0.00051,0,0,-0.0005,0,0,STRONGSELL
1.33274,1.32921,1.31975,0.00094,0.00046,0,-20,0,-0.0005,0,0,STRONGSELL
1.32936,1.33029,1.32019,0.00109,0.00044,-0.0015,-60,0,0,-10,-10,STRONGSELL
1.3136,1.33097,1.32052,0.00068,0.00033,0.0035,-170,-0.2,-0.0015,-20,-20,SELL
1.31167,1.33059,1.32053,-0.00039,0.00001,-0.01875,0,-0.1,-0.00125,0,-20,BUY
1.31054,1.32974,1.32046,-0.00084,-0.00007,0,30,0,-0.00068,0,0,STRONGBUY
1.31231,1.32854,1.32047,-0.00121,0.00001,0.00375,60,-0.2,-0.00015,0,0,STRONGSELL
1.31338,1.32702,1.32044,-0.00152,-0.00003,0.001,20,0,0.00017,0,0,STRONGSELL
1.31371,1.32545,1.32043,-0.00157,-0.00001,0.0025,20,0.1,0.00041,0,10,STRONGSELL
1.30467,1.32409,1.32052,-0.00136,0.00009,0.0045,-40,0,0,-10,0,STRONGBUY
1.30779,1.32212,1.32038,-0.00197,-0.00014,-0.008,40,-0.1,0,10,20,WAIT
1.30646,1.32015,1.32030,-0.00197,-0.00008,0.003,0,0,0.0005,0,-10,SELL
1.30824,1.31819,1.32017,-0.00196,-0.00014,0.0005,0,0.1,0.0005,0,10,STRONGSELL
1.30838,1.31645,1.32005,-0.00174,-0.00011,0.00128,19.95,0,0.00075,0,0,STRONGSELL
1.30438,1.31474,1.31996,-0.00171,-0.00009,0.00022,-39.95,-0.1,0.00025,0,0,WAIT
1.30413,1.31266,1.31978,-0.00208,-0.00018,0.0005,0,0,0,0,0,STRONGSELL
1.30379,1.31062,1.31960,-0.00204,-0.00018,-0.001,-20,0,0.0005,0,-10,STRONGSELL
1.30413,1.30879,1.31948,-0.00183,-0.00013,-0.0005,20,0.1,0,0,-10,STRONGSELL
1.30007,1.30811,1.31933,-0.00068,-0.00015,0.0015,-60,0,0,-10,0,SELL
1.29977,1.30728,1.31907,-0.00083,-0.00026,-0.003,20,0,0,0,0,WAIT
1.30106,1.30652,1.31862,-0.00077,-0.00045,0.0015,40,0,0,10,10,WAIT
1.29774,1.30571,1.31817,-0.00080,-0.00044,0.0005,-60,0,0,-10,0,STRONGBUY
1.30076,1.30459,1.31778,-0.00112,-0.00039,0.0015,80,0,0.0005,10,20,STRONGBUY
1.30009,1.30367,1.31742,-0.00093,-0.00036,0,0,0,0,0,0,STRONGBUY
1.30508,1.30334,1.31711,-0.00033,-0.00031,0.007,120,0.2,0.001,10,20,BUY
1.30651,1.30315,1.31693,-0.00019,-0.00018,0.0005,40,0,0.0005,0,10,STRONGSELL
1.30479,1.30315,1.31673,0.00000,-0.00020,-0.0025,-40,-0.1,0,0,0,STRONGSELL
1.30765,1.30291,1.31647,-0.00025,-0.00026,0.002,80,0.1,0.0005,0,0,STRONGSELL
1.30043,1.30285,1.31626,-0.00005,-0.00021,-0.0005,-180.05,0,-0.0005,-10,-20,WAIT
1.30054,1.30257,1.31596,-0.00028,-0.00030,-0.005,0,0,0,0,-20,STRONGSELL
1.30097,1.30232,1.31553,-0.00026,-0.00043,0,20.05,0,-0.0005,10,-20,STRONGSELL
1.30081,1.30211,1.31509,-0.00020,-0.00044,0.001,0,0,0,0,0,STRONGSELL
1.29517,1.30188,1.31466,-0.00024,-0.00043,0,-140,-0.1,-0.0005,-10,0,WAIT
1.29721,1.30153,1.31410,-0.00035,-0.00056,-0.0015,60,0.1,-0.0005,0,10,SELL
1.29696,1.30134,1.31353,-0.00018,-0.00057,-0.0005,20,0,0,0,0,WAIT
1.29544,1.30105,1.31309,-0.00029,-0.00044,-0.0005,-40,0,0,0,10,WAIT
1.29582,1.30089,1.31259,-0.00016,-0.00050,-0.0005,40,0,0,0,-10,STRONGBUY
1.29668,1.30053,1.31210,-0.00035,-0.00049,0.002,20,0,0,0,0,STRONGSELL
1.29633,1.30029,1.31168,-0.00024,-0.00042,0.0005,0,-0.2,0.00025,0,10,STRONGSELL
1.3011,1.29967,1.31121,-0.00062,-0.00047,0.005,100,0.1,0.00025,10,20,STRONGSELL
1.29204,1.29928,1.31086,-0.00039,-0.00036,-0.001,-160,0,0,-10,-20,WAIT
1.29167,1.29837,1.31023,-0.00091,-0.00063,-0.008,-20,-0.1,-0.0005,0,-10,WAIT
1.29109,1.29723,1.30951,-0.00114,-0.00072,0.0005,20,0.1,0,0,-20,STRONGSELL
1.29188,1.29656,1.30866,-0.00067,-0.00085,0.0025,20,0.1,0,0,10,STRONGSELL
1.29184,1.29594,1.30779,-0.00062,-0.00087,0.001,20,0,0,0,0,STRONGSELL
